CN,PLOT,SUBP,TREE,STATECD,INVYR,SPCD,DIA,HT,ACTUALHT,TREECOUNT,STAGE
1837966139290487,579,2,2.0,23,2024,261.0,16.1,61.0,61.0,1.0,5.0
1837966143290487,579,2,6.0,23,2024,261.0,15.0,64.0,64.0,1.0,5.0
1837966150290487,579,2,14.0,23,2024,261.0,1.2,10.0,10.0,1.0,1.0
1837966148290487,579,2,12.0,23,2024,261.0,,,,1.0,
1837966113290487,579,3,,23,2024,261.0,,,,2.0,1.0
1837966171290487,579,4,4.0,23,2024,261.0,13.2,58.0,58.0,1.0,5.0
1837966172290487,579,4,5.0,23,2024,261.0,14.0,50.0,50.0,1.0,5.0
1837966175290487,579,4,11.0,23,2024,261.0,5.8,42.0,42.0,1.0,3.0
1837966176290487,579,4,12.0,23,2024,261.0,6.9,39.0,39.0,1.0,3.0
1837984479290487,586,3,17.0,23,2024,261.0,6.9,34.0,34.0,1.0,3.0
1837970545290487,590,1,59.0,23,2024,261.0,9.7,46.0,46.0,1.0,4.0
1837970528290487,590,2,,23,2024,261.0,,,,1.0,1.0
1837970552290487,590,2,13.0,23,2024,261.0,5.5,31.0,31.0,1.0,3.0
1837970553290487,590,2,14.0,23,2024,261.0,6.3,35.0,35.0,1.0,3.0
1837970555290487,590,2,16.0,23,2024,261.0,8.4,36.0,36.0,1.0,4.0
1837970557290487,590,2,18.0,23,2024,261.0,7.4,30.0,30.0,1.0,3.0
1837970559290487,590,2,20.0,23,2024,261.0,8.8,42.0,42.0,1.0,4.0
1837970560290487,590,2,21.0,23,2024,261.0,6.5,33.0,33.0,1.0,3.0
1838003868290487,598,1,81.0,23,2024,261.0,6.8,32.0,32.0,1.0,3.0
1838003878290487,598,2,18.0,23,2024,261.0,12.4,38.0,38.0,1.0,4.0
1838003887290487,598,3,23.0,23,2024,261.0,10.5,40.0,40.0,1.0,4.0
1838003895290487,598,3,31.0,23,2024,261.0,5.0,26.0,26.0,1.0,3.0
1838003900290487,598,4,21.0,23,2024,261.0,7.7,37.0,37.0,1.0,3.0
1838003902290487,598,4,23.0,23,2024,261.0,5.5,26.0,26.0,1.0,3.0
1837998977290487,605,1,5.0,23,2024,261.0,,,,1.0,
1837998980290487,605,1,8.0,23,2024,261.0,2.1,24.0,24.0,1.0,1.0
1837998984290487,605,1,17.0,23,2024,261.0,2.9,28.0,28.0,1.0,2.0
1837999003290487,605,2,4.0,23,2024,261.0,2.5,23.0,23.0,1.0,2.0
1837999005290487,605,2,14.0,23,2024,261.0,1.9,31.0,31.0,1.0,1.0
1837999009290487,605,2,19.0,23,2024,261.0,,,,1.0,
1837998965290487,605,3,,23,2024,261.0,,,,3.0,1.0
1837999034290487,605,3,11.0,23,2024,261.0,4.0,33.0,33.0,1.0,2.0
1837999053290487,605,3,38.0,23,2024,261.0,5.2,34.0,34.0,1.0,3.0
1837999061290487,605,4,19.0,23,2024,261.0,11.8,52.0,52.0,1.0,4.0
1837999062290487,605,4,20.0,23,2024,261.0,13.5,50.0,50.0,1.0,5.0
1837999063290487,605,4,22.0,23,2024,261.0,12.5,59.0,59.0,1.0,5.0
1837999064290487,605,4,23.0,23,2024,261.0,10.0,51.0,51.0,1.0,4.0
1838002456290487,620,2,6.0,23,2024,261.0,19.2,79.0,79.0,1.0,5.0
1838002463290487,620,2,13.0,23,2024,261.0,19.0,84.0,84.0,1.0,5.0
1838002024290487,629,1,7.0,23,2024,261.0,,,,1.0,
1838002025290487,629,1,14.0,23,2024,261.0,,,,1.0,
1838002026290487,629,1,18.0,23,2024,261.0,,,,1.0,
1838002028290487,629,1,46.0,23,2024,261.0,,,,1.0,
1838002030290487,629,1,49.0,23,2024,261.0,5.6,26.0,26.0,1.0,3.0
1838002039290487,629,2,10.0,23,2024,261.0,,,,1.0,
1838002044290487,629,2,15.0,23,2024,261.0,8.3,37.0,37.0,1.0,4.0
1838002046290487,629,2,17.0,23,2024,261.0,2.5,11.0,11.0,1.0,2.0
1838002047290487,629,2,18.0,23,2024,261.0,,,,1.0,
1838002048290487,629,2,19.0,23,2024,261.0,5.6,27.0,27.0,1.0,3.0
1838002055290487,629,3,7.0,23,2024,261.0,11.5,50.0,50.0,1.0,4.0
1838002059290487,629,3,11.0,23,2024,261.0,8.7,40.0,40.0,1.0,4.0
1838002060290487,629,3,12.0,23,2024,261.0,5.7,41.0,41.0,1.0,3.0
1838002061290487,629,3,13.0,23,2024,261.0,5.6,32.0,32.0,1.0,3.0
1838002062290487,629,3,14.0,23,2024,261.0,5.7,32.0,32.0,1.0,3.0
1838002017290487,629,4,,23,2024,261.0,,,,1.0,1.0
1838002069290487,629,4,7.0,23,2024,261.0,8.0,36.0,36.0,1.0,4.0
1838002072290487,629,4,10.0,23,2024,261.0,3.1,18.0,18.0,1.0,2.0
1837979723290487,633,1,13.0,23,2024,261.0,11.8,42.0,42.0,1.0,4.0
1837979724290487,633,1,14.0,23,2024,261.0,6.4,33.0,33.0,1.0,3.0
1837979725290487,633,1,15.0,23,2024,261.0,10.4,47.0,47.0,1.0,4.0
1837979734290487,633,1,26.0,23,2024,261.0,6.9,42.0,42.0,1.0,3.0
1837979741290487,633,2,10.0,23,2024,261.0,6.1,26.0,26.0,1.0,3.0
1837979707290487,633,3,,23,2024,261.0,,,,2.0,1.0
1837979756290487,633,3,17.0,23,2024,261.0,9.4,32.0,32.0,1.0,4.0
1837979759290487,633,3,20.0,23,2024,261.0,4.7,31.0,31.0,1.0,3.0
1837979709290487,633,4,,23,2024,261.0,,,,1.0,1.0
1837979775290487,633,4,9.0,23,2024,261.0,2.3,22.0,22.0,1.0,2.0
1837979776290487,633,4,10.0,23,2024,261.0,2.2,17.0,17.0,1.0,1.0
1837979780290487,633,4,14.0,23,2024,261.0,7.4,39.0,39.0,1.0,3.0
1837987695290487,634,2,15.0,23,2024,261.0,17.5,64.0,64.0,1.0,5.0
1837987696290487,634,2,17.0,23,2024,261.0,9.4,43.0,43.0,1.0,4.0
1837986653290487,648,2,9.0,23,2024,261.0,14.6,59.0,59.0,1.0,5.0
1837986658290487,648,3,4.0,23,2024,261.0,15.4,79.0,79.0,1.0,5.0
1837986664290487,648,3,10.0,23,2024,261.0,23.6,74.0,74.0,1.0,6.0
1837964423290487,674,1,27.0,23,2024,261.0,5.1,22.0,22.0,1.0,3.0
1837964426290487,674,2,1.0,23,2024,261.0,3.7,35.0,35.0,1.0,2.0
1837964427290487,674,2,2.0,23,2024,261.0,12.9,48.0,48.0,1.0,5.0
1837964428290487,674,2,3.0,23,2024,261.0,1.4,15.0,15.0,1.0,1.0
1837964430290487,674,2,5.0,23,2024,261.0,7.2,46.0,46.0,1.0,3.0
1837964431290487,674,2,6.0,23,2024,261.0,7.2,47.0,47.0,1.0,3.0
1837964432290487,674,2,7.0,23,2024,261.0,8.6,50.0,50.0,1.0,4.0
1837964433290487,674,2,8.0,23,2024,261.0,9.5,49.0,49.0,1.0,4.0
1837964434290487,674,2,9.0,23,2024,261.0,11.2,36.0,36.0,1.0,4.0
1837964435290487,674,2,10.0,23,2024,261.0,11.0,45.0,45.0,1.0,4.0
1837964436290487,674,2,13.0,23,2024,261.0,6.9,36.0,36.0,1.0,3.0
1837964437290487,674,2,14.0,23,2024,261.0,5.6,47.0,47.0,1.0,3.0
1837964438290487,674,2,15.0,23,2024,261.0,5.8,41.0,41.0,1.0,3.0
1837964439290487,674,2,16.0,23,2024,261.0,5.8,47.0,47.0,1.0,3.0
1837964440290487,674,2,17.0,23,2024,261.0,6.6,27.0,27.0,1.0,3.0
1837964441290487,674,2,18.0,23,2024,261.0,6.1,35.0,35.0,1.0,3.0
1837964443290487,674,2,20.0,23,2024,261.0,5.4,23.0,23.0,1.0,3.0
1837964474290487,674,4,15.0,23,2024,261.0,5.8,36.0,36.0,1.0,3.0
1838007648290487,684,4,4.0,23,2024,261.0,13.3,60.0,60.0,1.0,5.0
1838011102290487,694,1,6.0,23,2024,261.0,14.3,41.0,33.0,1.0,5.0
1838011128290487,694,4,16.0,23,2024,261.0,12.0,44.0,44.0,1.0,4.0
1838011129290487,694,4,17.0,23,2024,261.0,,,,1.0,
1837976062290487,703,1,,23,2024,261.0,,,,13.0,1.0
1837976090290487,703,1,13.0,23,2024,261.0,10.4,34.0,34.0,1.0,4.0
1837976094290487,703,2,12.0,23,2024,261.0,9.6,41.0,41.0,1.0,4.0
1837976095290487,703,2,24.0,23,2024,261.0,8.7,43.0,43.0,1.0,4.0
1837976071290487,703,3,,23,2024,261.0,,,,1.0,1.0
1837976075290487,703,4,,23,2024,261.0,,,,5.0,1.0
1837976111290487,703,4,22.0,23,2024,261.0,8.6,40.0,40.0,1.0,4.0
1837976113290487,703,4,24.0,23,2024,261.0,1.9,10.0,10.0,1.0,1.0
1837977905290487,704,1,11.0,23,2024,261.0,14.6,56.0,56.0,1.0,5.0
1837972479290487,711,1,7.0,23,2024,261.0,12.7,78.0,78.0,1.0,5.0
1837972480290487,711,1,9.0,23,2024,261.0,5.7,26.0,20.0,1.0,3.0
1837972481290487,711,1,10.0,23,2024,261.0,11.4,67.0,67.0,1.0,4.0
1837972482290487,711,1,11.0,23,2024,261.0,13.5,86.0,86.0,1.0,5.0
1837972483290487,711,1,19.0,23,2024,261.0,7.1,71.0,71.0,1.0,3.0
1837972489290487,711,1,66.0,23,2024,261.0,6.2,31.0,31.0,1.0,3.0
1837972491290487,711,1,69.0,23,2024,261.0,,,,1.0,
1837972492290487,711,1,70.0,23,2024,261.0,1.9,11.0,10.0,1.0,1.0
1837972494290487,711,1,72.0,23,2024,261.0,6.2,42.0,42.0,1.0,3.0
1837972495290487,711,1,73.0,23,2024,261.0,5.2,45.0,45.0,1.0,3.0
1837972496290487,711,1,74.0,23,2024,261.0,5.3,40.0,40.0,1.0,3.0
1837972507290487,711,2,14.0,23,2024,261.0,6.4,24.0,24.0,1.0,3.0
1837972472290487,711,3,,23,2024,261.0,,,,4.0,1.0
1837972509290487,711,3,4.0,23,2024,261.0,12.7,70.0,7.0,1.0,5.0
1837972516290487,711,3,12.0,23,2024,261.0,10.2,37.0,37.0,1.0,4.0
1837972517290487,711,3,13.0,23,2024,261.0,14.0,74.0,7.0,1.0,5.0
1837972518290487,711,3,14.0,23,2024,261.0,18.7,72.0,8.0,1.0,5.0
1837972525290487,711,4,11.0,23,2024,261.0,12.2,54.0,54.0,1.0,4.0
1837972533290487,711,4,19.0,23,2024,261.0,7.1,40.0,40.0,1.0,3.0
1837972534290487,711,4,20.0,23,2024,261.0,14.1,64.0,64.0,1.0,5.0
1837972537290487,711,4,23.0,23,2024,261.0,6.5,36.0,36.0,1.0,3.0
1837972542290487,711,4,28.0,23,2024,261.0,5.2,32.0,32.0,1.0,3.0
1837986105290487,734,2,9.0,23,2024,261.0,10.5,45.0,45.0,1.0,4.0
1837971672290487,736,1,1.0,23,2024,261.0,,,,1.0,
1837971677290487,736,1,6.0,23,2024,261.0,,,,1.0,
1837971678290487,736,1,7.0,23,2024,261.0,,,,1.0,
1837971680290487,736,1,9.0,23,2024,261.0,,,,1.0,
1837971682290487,736,1,11.0,23,2024,261.0,,,,1.0,
1837971659290487,736,2,,23,2024,261.0,,,,1.0,1.0
1837971692290487,736,2,15.0,23,2024,261.0,10.0,37.0,37.0,1.0,4.0
1837971714290487,736,4,6.0,23,2024,261.0,,,,1.0,
1837971716290487,736,4,8.0,23,2024,261.0,,,,1.0,
1837978557290487,760,1,,23,2024,261.0,,,,2.0,1.0
1837978598290487,760,2,13.0,23,2024,261.0,9.1,28.0,28.0,1.0,4.0
1837978599290487,760,2,14.0,23,2024,261.0,10.0,35.0,35.0,1.0,4.0
1837978621290487,760,4,17.0,23,2024,261.0,6.4,33.0,33.0,1.0,3.0
1837979415290487,764,1,,23,2024,261.0,,,,3.0,1.0
1837979436290487,764,1,25.0,23,2024,261.0,17.0,66.0,66.0,1.0,5.0
1837979441290487,764,1,52.0,23,2024,261.0,5.7,44.0,44.0,1.0,3.0
1837979418290487,764,2,,23,2024,261.0,,,,1.0,1.0
1837979448290487,764,2,3.0,23,2024,261.0,1.7,26.0,26.0,1.0,1.0
1837979446290487,764,2,1.0,23,2024,261.0,1.9,22.0,22.0,1.0,1.0
1837979447290487,764,2,2.0,23,2024,261.0,1.3,15.0,15.0,1.0,1.0
1837979449290487,764,2,4.0,23,2024,261.0,5.0,40.0,40.0,1.0,3.0
1837979451290487,764,2,9.0,23,2024,261.0,1.5,20.0,20.0,1.0,1.0
1837979453290487,764,2,16.0,23,2024,261.0,5.6,40.0,40.0,1.0,3.0
1837979454290487,764,2,21.0,23,2024,261.0,5.9,39.0,39.0,1.0,3.0
1837979458290487,764,2,31.0,23,2024,261.0,10.5,50.0,50.0,1.0,4.0
1837979460290487,764,2,37.0,23,2024,261.0,1.7,20.0,20.0,1.0,1.0
1837979461290487,764,2,38.0,23,2024,261.0,9.8,51.0,51.0,1.0,4.0
1837979419290487,764,3,,23,2024,261.0,,,,5.0,1.0
1837979477290487,764,3,14.0,23,2024,261.0,14.2,50.0,50.0,1.0,5.0
1837979482290487,764,3,19.0,23,2024,261.0,6.7,44.0,44.0,1.0,3.0
1837979487290487,764,3,24.0,23,2024,261.0,6.2,35.0,35.0,1.0,3.0
1837979425290487,764,4,,23,2024,261.0,,,,23.0,1.0
1837979494290487,764,4,10.0,23,2024,261.0,11.2,55.0,55.0,1.0,4.0
1837964605290487,787,1,2.0,23,2024,261.0,4.9,41.0,41.0,1.0,3.0
1837964606290487,787,1,3.0,23,2024,261.0,4.6,41.0,8.0,1.0,3.0
1837964608290487,787,1,5.0,23,2024,261.0,10.3,75.0,75.0,1.0,4.0
1837964609290487,787,1,6.0,23,2024,261.0,10.3,72.0,72.0,1.0,4.0
1837964610290487,787,1,7.0,23,2024,261.0,13.1,73.0,73.0,1.0,5.0
1837964613290487,787,1,10.0,23,2024,261.0,6.6,43.0,43.0,1.0,3.0
1837964614290487,787,1,11.0,23,2024,261.0,7.4,49.0,49.0,1.0,3.0
1837964616290487,787,1,13.0,23,2024,261.0,6.0,43.0,43.0,1.0,3.0
1837964618290487,787,1,16.0,23,2024,261.0,11.2,68.0,68.0,1.0,4.0
1837964619290487,787,1,18.0,23,2024,261.0,14.7,76.0,76.0,1.0,5.0
1837964620290487,787,1,19.0,23,2024,261.0,16.9,78.0,78.0,1.0,5.0
1837964621290487,787,1,20.0,23,2024,261.0,10.2,67.0,67.0,1.0,4.0
1837964622290487,787,1,21.0,23,2024,261.0,20.3,89.0,89.0,1.0,6.0
1837964623290487,787,1,22.0,23,2024,261.0,8.3,67.0,67.0,1.0,4.0
1837964631290487,787,4,3.0,23,2024,261.0,14.8,80.0,80.0,1.0,5.0
1837964632290487,787,4,4.0,23,2024,261.0,16.2,83.0,83.0,1.0,5.0
1837964633290487,787,4,5.0,23,2024,261.0,14.1,78.0,78.0,1.0,5.0
1837964635290487,787,4,7.0,23,2024,261.0,13.3,75.0,75.0,1.0,5.0
1837964638290487,787,4,11.0,23,2024,261.0,22.9,83.0,83.0,1.0,6.0
1837964637290487,787,4,9.0,23,2024,261.0,6.1,40.0,18.0,1.0,3.0
1837968491290487,796,1,10.0,23,2024,261.0,14.3,46.0,46.0,1.0,5.0
1837968498290487,796,2,1.0,23,2024,261.0,7.5,39.0,39.0,1.0,3.0
1837968507290487,796,2,13.0,23,2024,261.0,13.7,54.0,54.0,1.0,5.0
1837968508290487,796,2,14.0,23,2024,261.0,9.0,47.0,47.0,1.0,4.0
1837968509290487,796,2,15.0,23,2024,261.0,16.0,54.0,54.0,1.0,5.0
1837975612290487,799,3,,23,2024,261.0,,,,3.0,1.0
1837975621290487,799,3,3.0,23,2024,261.0,18.5,52.0,52.0,1.0,5.0
1837975624290487,799,3,6.0,23,2024,261.0,24.5,61.0,61.0,1.0,6.0
1838008902290487,805,1,,23,2024,261.0,,,,4.0,1.0
1838008921290487,805,1,24.0,23,2024,261.0,10.6,46.0,24.0,1.0,4.0
1838008930290487,805,1,74.0,23,2024,261.0,6.6,36.0,23.0,1.0,3.0
1838008940290487,805,1,100.0,23,2024,261.0,5.2,36.0,36.0,1.0,3.0
1838008904290487,805,2,,23,2024,261.0,,,,2.0,1.0
1838008945290487,805,2,5.0,23,2024,261.0,3.0,17.0,17.0,1.0,2.0
1838008949290487,805,2,9.0,23,2024,261.0,6.1,29.0,20.0,1.0,3.0
1838008952290487,805,2,12.0,23,2024,261.0,6.9,37.0,37.0,1.0,3.0
1838008957290487,805,2,19.0,23,2024,261.0,6.9,38.0,38.0,1.0,3.0
1838008960290487,805,2,23.0,23,2024,261.0,5.4,23.0,23.0,1.0,3.0
1838008961290487,805,2,24.0,23,2024,261.0,5.3,23.0,15.0,1.0,3.0
1838008964290487,805,2,27.0,23,2024,261.0,6.1,30.0,30.0,1.0,3.0
1838008966290487,805,2,29.0,23,2024,261.0,5.0,27.0,27.0,1.0,3.0
1838008946290487,805,2,6.0,23,2024,261.0,1.5,11.0,11.0,1.0,1.0
1838008947290487,805,2,7.0,23,2024,261.0,4.9,25.0,25.0,1.0,3.0
1838008909290487,805,3,,23,2024,261.0,,,,2.0,1.0
1838008967290487,805,3,2.0,23,2024,261.0,19.2,58.0,58.0,1.0,5.0
1838008968290487,805,3,3.0,23,2024,261.0,21.2,60.0,60.0,1.0,6.0
1838008981290487,805,4,4.0,23,2024,261.0,4.9,24.0,24.0,1.0,3.0
1837972434290487,814,1,41.0,23,2024,261.0,1.9,13.0,13.0,1.0,1.0
1837972414290487,814,3,,23,2024,261.0,,,,1.0,1.0
1837979193290487,815,2,,23,2024,261.0,,,,1.0,1.0
1837979195290487,815,3,,23,2024,261.0,,,,3.0,1.0
1837979275290487,815,3,17.0,23,2024,261.0,8.0,43.0,43.0,1.0,4.0
1837979277290487,815,3,20.0,23,2024,261.0,2.7,24.0,24.0,1.0,2.0
1837979281290487,815,3,24.0,23,2024,261.0,2.3,20.0,20.0,1.0,2.0
1837979283290487,815,3,26.0,23,2024,261.0,1.8,18.0,18.0,1.0,1.0
1837979037290487,827,1,58.0,23,2024,261.0,4.2,23.0,23.0,1.0,2.0
1837979034290487,827,1,54.0,23,2024,261.0,3.4,26.0,26.0,1.0,2.0
1837979035290487,827,1,55.0,23,2024,261.0,4.8,30.0,30.0,1.0,3.0
1837979038290487,827,1,59.0,23,2024,261.0,4.3,26.0,26.0,1.0,2.0
1837979039290487,827,1,60.0,23,2024,261.0,2.6,25.0,25.0,1.0,2.0
1837979047290487,827,1,69.0,23,2024,261.0,5.4,30.0,30.0,1.0,3.0
1837979049290487,827,1,71.0,23,2024,261.0,5.3,42.0,42.0,1.0,3.0
1837979056290487,827,2,8.0,23,2024,261.0,14.4,53.0,53.0,1.0,5.0
1837979061290487,827,2,13.0,23,2024,261.0,7.8,49.0,49.0,1.0,3.0
1837979072290487,827,3,12.0,23,2024,261.0,18.5,62.0,62.0,1.0,5.0
1837979073290487,827,3,13.0,23,2024,261.0,9.5,52.0,52.0,1.0,4.0
1837979080290487,827,3,22.0,23,2024,261.0,6.1,44.0,44.0,1.0,3.0
1837979081290487,827,3,23.0,23,2024,261.0,5.3,34.0,34.0,1.0,3.0
1837968989290487,830,1,21.0,23,2024,261.0,6.7,32.0,32.0,1.0,3.0
1837968991290487,830,1,23.0,23,2024,261.0,7.5,36.0,36.0,1.0,3.0
1837968992290487,830,1,24.0,23,2024,261.0,5.7,24.0,24.0,1.0,3.0
1837968994290487,830,2,3.0,23,2024,261.0,8.0,28.0,28.0,1.0,4.0
1837968996290487,830,2,5.0,23,2024,261.0,,,,1.0,
1838009249290487,835,1,,23,2024,261.0,,,,3.0,1.0
1838009276290487,835,1,4.0,23,2024,261.0,,,,1.0,
1838009277290487,835,1,6.0,23,2024,261.0,,,,1.0,
1838009280290487,835,1,11.0,23,2024,261.0,,,,1.0,
1838009257290487,835,2,,23,2024,261.0,,,,1.0,1.0
1838009285290487,835,2,4.0,23,2024,261.0,8.1,43.0,43.0,1.0,4.0
1838009286290487,835,2,5.0,23,2024,261.0,,,,1.0,
1838009287290487,835,2,7.0,23,2024,261.0,,,,1.0,
1838009288290487,835,2,9.0,23,2024,261.0,,,,1.0,
1838009289290487,835,2,19.0,23,2024,261.0,10.7,49.0,49.0,1.0,4.0
1838009265290487,835,3,,23,2024,261.0,,,,19.0,1.0
1837982082290487,836,1,,23,2024,261.0,,,,55.0,1.0
1837982100290487,836,1,8.0,23,2024,261.0,15.0,64.0,64.0,1.0,5.0
1837982099290487,836,1,7.0,23,2024,261.0,12.6,60.0,60.0,1.0,5.0
1837982101290487,836,1,9.0,23,2024,261.0,17.0,69.0,69.0,1.0,5.0
1837982102290487,836,1,10.0,23,2024,261.0,13.1,66.0,66.0,1.0,5.0
1837982103290487,836,1,12.0,23,2024,261.0,7.8,44.0,44.0,1.0,3.0
1837982105290487,836,1,14.0,23,2024,261.0,1.0,8.0,8.0,1.0,1.0
1837982106290487,836,2,2.0,23,2024,261.0,9.4,62.0,62.0,1.0,4.0
1837982108290487,836,2,4.0,23,2024,261.0,11.5,56.0,56.0,1.0,4.0
1837982109290487,836,2,5.0,23,2024,261.0,15.5,65.0,65.0,1.0,5.0
1837982110290487,836,2,6.0,23,2024,261.0,5.9,42.0,42.0,1.0,3.0
1837982111290487,836,2,7.0,23,2024,261.0,15.4,73.0,73.0,1.0,5.0
1837982113290487,836,2,9.0,23,2024,261.0,6.9,51.0,51.0,1.0,3.0
1837982118290487,836,2,14.0,23,2024,261.0,5.8,51.0,51.0,1.0,3.0
1837982117290487,836,2,13.0,23,2024,261.0,10.9,54.0,54.0,1.0,4.0
1837982119290487,836,2,15.0,23,2024,261.0,9.4,62.0,62.0,1.0,4.0
1837982086290487,836,3,,23,2024,261.0,,,,6.0,1.0
1837982122290487,836,3,2.0,23,2024,261.0,8.5,43.0,43.0,1.0,4.0
1837982123290487,836,3,3.0,23,2024,261.0,14.3,50.0,50.0,1.0,5.0
1837982126290487,836,3,6.0,23,2024,261.0,12.0,46.0,46.0,1.0,4.0
1837982127290487,836,3,7.0,23,2024,261.0,20.9,73.0,73.0,1.0,6.0
1837982088290487,836,4,,23,2024,261.0,,,,2.0,1.0
1837982141290487,836,4,10.0,23,2024,261.0,14.1,63.0,63.0,1.0,5.0
1837982142290487,836,4,11.0,23,2024,261.0,19.1,66.0,66.0,1.0,5.0
1837982143290487,836,4,12.0,23,2024,261.0,13.3,58.0,58.0,1.0,5.0
1837982145290487,836,4,14.0,23,2024,261.0,17.4,66.0,66.0,1.0,5.0
1837992473290487,837,1,76.0,23,2024,261.0,,,,1.0,
1837992474290487,837,1,77.0,23,2024,261.0,,,,1.0,
1837992475290487,837,1,78.0,23,2024,261.0,,,,1.0,
1837992476290487,837,1,79.0,23,2024,261.0,,,,1.0,
1837992479290487,837,2,2.0,23,2024,261.0,,,,1.0,
1837992481290487,837,2,4.0,23,2024,261.0,,,,1.0,
1837992485290487,837,2,8.0,23,2024,261.0,,,,1.0,
1837992497290487,837,2,23.0,23,2024,261.0,,,,1.0,
1837992500290487,837,2,26.0,23,2024,261.0,,,,1.0,
1837992516290487,837,4,5.0,23,2024,261.0,,,,1.0,
1837992517290487,837,4,6.0,23,2024,261.0,,,,1.0,
1837992525290487,837,4,15.0,23,2024,261.0,,,,1.0,
1837972856290487,841,1,,23,2024,261.0,,,,1.0,1.0
1837972883290487,841,2,19.0,23,2024,261.0,6.6,30.0,30.0,1.0,3.0
1837980234290487,845,1,,23,2024,261.0,,,,1.0,1.0
1837980256290487,845,1,6.0,23,2024,261.0,14.6,64.0,64.0,1.0,5.0
1837980238290487,845,2,,23,2024,261.0,,,,9.0,1.0
1837980288290487,845,2,12.0,23,2024,261.0,8.9,45.0,45.0,1.0,4.0
1837980290290487,845,2,14.0,23,2024,261.0,6.1,28.0,28.0,1.0,3.0
1837980291290487,845,2,15.0,23,2024,261.0,12.7,55.0,31.0,1.0,5.0
1837980293290487,845,2,17.0,23,2024,261.0,12.5,58.0,58.0,1.0,5.0
1837980245290487,845,3,,23,2024,261.0,,,,3.0,1.0
1837980308290487,845,3,8.0,23,2024,261.0,16.3,67.0,67.0,1.0,5.0
1837980309290487,845,3,9.0,23,2024,261.0,10.8,45.0,45.0,1.0,4.0
1837980331290487,845,4,18.0,23,2024,261.0,14.1,61.0,61.0,1.0,5.0
1837994903290487,853,2,11.0,23,2024,261.0,7.0,29.0,29.0,1.0,3.0
1837994867290487,853,3,,23,2024,261.0,,,,22.0,1.0
1837994921290487,853,3,3.0,23,2024,261.0,8.8,45.0,13.0,1.0,4.0
1837994924290487,853,3,14.0,23,2024,261.0,1.3,10.0,10.0,1.0,1.0
1837994930290487,853,3,20.0,23,2024,261.0,1.1,10.0,10.0,1.0,1.0
1837994929290487,853,3,19.0,23,2024,261.0,1.0,10.0,10.0,1.0,1.0
1837995460290487,862,3,1.0,23,2024,261.0,16.3,56.0,56.0,1.0,5.0
1838008730290487,905,1,11.0,23,2024,261.0,6.1,48.0,13.0,1.0,3.0
1838008757290487,905,2,7.0,23,2024,261.0,15.7,46.0,46.0,1.0,5.0
1838008754290487,905,2,4.0,23,2024,261.0,6.6,31.0,25.0,1.0,3.0
1837970762290487,907,1,12.0,23,2024,261.0,15.1,43.0,43.0,1.0,5.0
1837970777290487,907,2,11.0,23,2024,261.0,14.9,42.0,42.0,1.0,5.0
1838010804290487,908,2,,23,2024,261.0,,,,1.0,1.0
1838010821290487,908,2,1.0,23,2024,261.0,,,,1.0,
1838010822290487,908,2,3.0,23,2024,261.0,,,,1.0,
1838010824290487,908,2,6.0,23,2024,261.0,,,,1.0,
1838010825290487,908,2,7.0,23,2024,261.0,6.8,33.0,33.0,1.0,3.0
1838010826290487,908,2,8.0,23,2024,261.0,,,,1.0,
1838010830290487,908,2,12.0,23,2024,261.0,5.3,21.0,21.0,1.0,3.0
1838010831290487,908,2,13.0,23,2024,261.0,5.7,32.0,32.0,1.0,3.0
1838010850290487,908,3,12.0,23,2024,261.0,1.0,5.0,5.0,1.0,1.0
1837998346290487,910,1,4.0,23,2024,261.0,,,,1.0,
1837998347290487,910,1,5.0,23,2024,261.0,7.7,43.0,43.0,1.0,3.0
1837998352290487,910,2,4.0,23,2024,261.0,12.5,61.0,61.0,1.0,5.0
1837998353290487,910,2,5.0,23,2024,261.0,8.2,56.0,56.0,1.0,4.0
1837998354290487,910,2,7.0,23,2024,261.0,9.6,54.0,54.0,1.0,4.0
1837998355290487,910,2,12.0,23,2024,261.0,11.5,53.0,53.0,1.0,4.0
1837998360290487,910,3,10.0,23,2024,261.0,11.1,47.0,47.0,1.0,4.0
1837998362290487,910,3,16.0,23,2024,261.0,11.3,50.0,50.0,1.0,4.0
1837998365290487,910,3,23.0,23,2024,261.0,5.1,21.0,21.0,1.0,3.0
1837998366290487,910,3,25.0,23,2024,261.0,5.3,41.0,41.0,1.0,3.0
1837998368290487,910,4,2.0,23,2024,261.0,12.0,66.0,66.0,1.0,4.0
1837998369290487,910,4,3.0,23,2024,261.0,16.8,67.0,67.0,1.0,5.0
1837998371290487,910,4,5.0,23,2024,261.0,9.6,53.0,53.0,1.0,4.0
1837998373290487,910,4,12.0,23,2024,261.0,14.8,65.0,65.0,1.0,5.0
1837998374290487,910,4,14.0,23,2024,261.0,6.5,36.0,36.0,1.0,3.0
1837976241290487,914,1,34.0,23,2024,261.0,6.1,27.0,27.0,1.0,3.0
1837976211290487,914,2,,23,2024,261.0,,,,1.0,1.0
1837976217290487,914,3,,23,2024,261.0,,,,2.0,1.0
1837976285290487,914,3,10.0,23,2024,261.0,10.5,40.0,40.0,1.0,4.0
1837976223290487,914,4,,23,2024,261.0,,,,2.0,1.0
1837976296290487,914,4,9.0,23,2024,261.0,8.9,47.0,47.0,1.0,4.0
