CN,PLOT,SUBP,TREE,STATECD,INVYR,SPCD,DIA,HT,ACTUALHT,TREECOUNT,STAGE
1815817573290487,328,4,20.0,33,2024,261.0,2.5,13.0,13.0,1.0,2.0
1815817574290487,328,4,21.0,33,2024,261.0,6.5,37.0,37.0,1.0,3.0
1815817576290487,328,4,23.0,33,2024,261.0,1.0,6.0,6.0,1.0,1.0
1815812395290487,335,1,30.0,33,2024,261.0,11.1,61.0,61.0,1.0,4.0
1815812400290487,335,1,37.0,33,2024,261.0,19.0,81.0,81.0,1.0,5.0
1815812401290487,335,1,38.0,33,2024,261.0,8.5,44.0,44.0,1.0,4.0
1815812402290487,335,1,39.0,33,2024,261.0,5.4,35.0,35.0,1.0,3.0
1815812403290487,335,1,40.0,33,2024,261.0,5.0,28.0,28.0,1.0,3.0
1815812378290487,335,2,,33,2024,261.0,,,,1.0,1.0
1815812404290487,335,2,11.0,33,2024,261.0,17.9,78.0,78.0,1.0,5.0
1815812407290487,335,2,21.0,33,2024,261.0,7.1,31.0,31.0,1.0,3.0
1815812382290487,335,3,,33,2024,261.0,,,,5.0,1.0
1815812414290487,335,3,21.0,33,2024,261.0,6.8,26.0,26.0,1.0,3.0
1815812418290487,335,3,27.0,33,2024,261.0,5.2,28.0,28.0,1.0,3.0
1815812419290487,335,3,28.0,33,2024,261.0,5.7,30.0,30.0,1.0,3.0
1815812386290487,335,4,,33,2024,261.0,,,,1.0,1.0
1815812421290487,335,4,9.0,33,2024,261.0,7.8,36.0,36.0,1.0,3.0
1815812425290487,335,4,13.0,33,2024,261.0,5.0,24.0,24.0,1.0,3.0
1815816028290487,363,1,,33,2024,261.0,,,,1.0,1.0
1815816041290487,363,1,8.0,33,2024,261.0,19.4,70.0,70.0,1.0,6.0
1815816045290487,363,1,19.0,33,2024,261.0,12.0,50.0,50.0,1.0,4.0
1815816048290487,363,1,42.0,33,2024,261.0,8.5,50.0,50.0,1.0,4.0
1815816049290487,363,1,43.0,33,2024,261.0,6.6,35.0,35.0,1.0,3.0
1815816050290487,363,1,44.0,33,2024,261.0,7.5,29.0,29.0,1.0,3.0
1815816052290487,363,1,46.0,33,2024,261.0,6.1,27.0,27.0,1.0,3.0
1815816054290487,363,1,48.0,33,2024,261.0,5.1,33.0,33.0,1.0,3.0
1815816030290487,363,2,,33,2024,261.0,,,,1.0,1.0
1815816056290487,363,2,2.0,33,2024,261.0,11.8,52.0,52.0,1.0,4.0
1815816057290487,363,2,3.0,33,2024,261.0,12.0,60.0,60.0,1.0,4.0
1815816058290487,363,2,4.0,33,2024,261.0,7.2,40.0,40.0,1.0,3.0
1815816060290487,363,2,6.0,33,2024,261.0,16.2,62.0,62.0,1.0,5.0
1815816064290487,363,2,14.0,33,2024,261.0,7.0,49.0,49.0,1.0,3.0
1815816065290487,363,2,15.0,33,2024,261.0,6.8,39.0,39.0,1.0,3.0
1815816066290487,363,2,16.0,33,2024,261.0,7.8,40.0,40.0,1.0,3.0
1815816067290487,363,2,17.0,33,2024,261.0,5.9,36.0,36.0,1.0,3.0
1815816032290487,363,3,,33,2024,261.0,,,,5.0,1.0
1815816070290487,363,3,4.0,33,2024,261.0,11.3,56.0,56.0,1.0,4.0
1815816076290487,363,3,16.0,33,2024,261.0,5.9,34.0,34.0,1.0,3.0
1815816079290487,363,4,4.0,33,2024,261.0,7.8,35.0,35.0,1.0,3.0
1815816080290487,363,4,5.0,33,2024,261.0,11.7,51.0,51.0,1.0,4.0
1815816081290487,363,4,6.0,33,2024,261.0,12.4,53.0,53.0,1.0,4.0
1815816085290487,363,4,10.0,33,2024,261.0,13.1,54.0,54.0,1.0,5.0
1815816086290487,363,4,11.0,33,2024,261.0,12.3,50.0,50.0,1.0,4.0
1815816088290487,363,4,13.0,33,2024,261.0,3.8,25.0,25.0,1.0,2.0
1815816091290487,363,4,16.0,33,2024,261.0,2.2,17.0,17.0,1.0,1.0
1815816095290487,363,4,21.0,33,2024,261.0,7.5,40.0,40.0,1.0,3.0
1815814957290487,386,1,,33,2024,261.0,,,,11.0,1.0
1815814962290487,386,2,,33,2024,261.0,,,,1.0,1.0
1815814975290487,386,2,2.0,33,2024,261.0,6.1,40.0,40.0,1.0,3.0
1815814977290487,386,2,5.0,33,2024,261.0,3.0,23.0,23.0,1.0,2.0
1815814978290487,386,2,7.0,33,2024,261.0,7.4,46.0,46.0,1.0,3.0
1815814979290487,386,2,8.0,33,2024,261.0,1.8,17.0,17.0,1.0,1.0
1815814980290487,386,2,9.0,33,2024,261.0,4.0,25.0,25.0,1.0,2.0
1815814981290487,386,2,10.0,33,2024,261.0,2.1,12.0,12.0,1.0,1.0
1815814992290487,386,2,23.0,33,2024,261.0,7.9,47.0,47.0,1.0,3.0
1815814995290487,386,2,26.0,33,2024,261.0,7.1,39.0,39.0,1.0,3.0
1815814996290487,386,2,27.0,33,2024,261.0,8.9,44.0,44.0,1.0,4.0
1815814997290487,386,2,28.0,33,2024,261.0,12.0,59.0,59.0,1.0,4.0
1815814999290487,386,2,30.0,33,2024,261.0,6.8,47.0,47.0,1.0,3.0
1815815000290487,386,2,31.0,33,2024,261.0,6.1,37.0,37.0,1.0,3.0
1815815001290487,386,2,32.0,33,2024,261.0,5.5,36.0,36.0,1.0,3.0
1815815002290487,386,2,33.0,33,2024,261.0,6.6,43.0,43.0,1.0,3.0
1815815003290487,386,2,34.0,33,2024,261.0,7.2,45.0,45.0,1.0,3.0
1815815005290487,386,2,36.0,33,2024,261.0,5.4,42.0,42.0,1.0,3.0
1815815007290487,386,2,38.0,33,2024,261.0,5.7,32.0,32.0,1.0,3.0
1815815010290487,386,2,41.0,33,2024,261.0,5.5,34.0,34.0,1.0,3.0
1815815014290487,386,3,19.0,33,2024,261.0,6.9,31.0,31.0,1.0,3.0
1815814825290487,426,1,,33,2024,261.0,,,,1.0,1.0
1815814842290487,426,1,2.0,33,2024,261.0,15.6,76.0,76.0,1.0,5.0
1815814843290487,426,1,3.0,33,2024,261.0,12.6,51.0,51.0,1.0,5.0
1815814844290487,426,1,4.0,33,2024,261.0,16.0,74.0,74.0,1.0,5.0
1815814845290487,426,1,5.0,33,2024,261.0,6.8,47.0,47.0,1.0,3.0
1815814846290487,426,1,6.0,33,2024,261.0,11.3,63.0,63.0,1.0,4.0
1815814847290487,426,1,7.0,33,2024,261.0,10.4,61.0,61.0,1.0,4.0
1815814848290487,426,1,8.0,33,2024,261.0,,,,1.0,
1815814849290487,426,1,9.0,33,2024,261.0,19.3,76.0,76.0,1.0,6.0
1815814850290487,426,1,10.0,33,2024,261.0,1.5,9.0,9.0,1.0,1.0
1815814830290487,426,2,,33,2024,261.0,,,,8.0,1.0
1815814852290487,426,2,3.0,33,2024,261.0,7.2,40.0,5.0,1.0,3.0
1815814853290487,426,2,6.0,33,2024,261.0,10.4,49.0,49.0,1.0,4.0
1815814854290487,426,2,7.0,33,2024,261.0,9.5,42.0,7.0,1.0,4.0
1815814855290487,426,2,8.0,33,2024,261.0,12.8,54.0,54.0,1.0,5.0
1815814856290487,426,2,9.0,33,2024,261.0,12.0,59.0,59.0,1.0,4.0
1815814857290487,426,2,10.0,33,2024,261.0,13.0,57.0,57.0,1.0,5.0
1815814858290487,426,2,11.0,33,2024,261.0,12.8,60.0,60.0,1.0,5.0
1815814860290487,426,2,15.0,33,2024,261.0,12.1,52.0,52.0,1.0,4.0
1815814861290487,426,2,17.0,33,2024,261.0,9.9,30.0,16.0,1.0,4.0
1815814862290487,426,2,20.0,33,2024,261.0,8.1,32.0,32.0,1.0,4.0
1815814863290487,426,2,21.0,33,2024,261.0,1.3,12.0,12.0,1.0,1.0
1815814868290487,426,3,5.0,33,2024,261.0,7.5,40.0,40.0,1.0,3.0
1815814871290487,426,3,8.0,33,2024,261.0,9.4,51.0,51.0,1.0,4.0
1815814872290487,426,3,9.0,33,2024,261.0,7.3,35.0,35.0,1.0,3.0
1815814877290487,426,3,17.0,33,2024,261.0,5.0,23.0,23.0,1.0,3.0
1815814832290487,426,4,,33,2024,261.0,,,,14.0,1.0
1815814878290487,426,4,3.0,33,2024,261.0,8.8,57.0,57.0,1.0,4.0
1815814879290487,426,4,6.0,33,2024,261.0,5.6,51.0,12.0,1.0,3.0
1815814880290487,426,4,12.0,33,2024,261.0,13.9,76.0,76.0,1.0,5.0
1815814882290487,426,4,14.0,33,2024,261.0,6.0,35.0,35.0,1.0,3.0
1815811416290487,489,1,,33,2024,261.0,,,,1.0,1.0
1815811433290487,489,1,13.0,33,2024,261.0,5.7,40.0,40.0,1.0,3.0
1815811434290487,489,1,15.0,33,2024,261.0,8.4,37.0,37.0,1.0,4.0
1815811435290487,489,1,36.0,33,2024,261.0,3.3,23.0,23.0,1.0,2.0
1815811436290487,489,1,37.0,33,2024,261.0,2.7,20.0,20.0,1.0,2.0
1815811437290487,489,1,38.0,33,2024,261.0,6.9,36.0,36.0,1.0,3.0
1815811438290487,489,1,39.0,33,2024,261.0,1.0,11.0,11.0,1.0,1.0
1815811441290487,489,1,42.0,33,2024,261.0,1.3,10.0,10.0,1.0,1.0
1815811442290487,489,2,2.0,33,2024,261.0,7.0,36.0,33.0,1.0,3.0
1815811445290487,489,2,8.0,33,2024,261.0,9.3,42.0,42.0,1.0,4.0
1815811446290487,489,2,9.0,33,2024,261.0,5.4,28.0,28.0,1.0,3.0
1815811447290487,489,2,10.0,33,2024,261.0,6.4,37.0,37.0,1.0,3.0
1815811450290487,489,2,13.0,33,2024,261.0,5.3,34.0,34.0,1.0,3.0
1815811451290487,489,2,14.0,33,2024,261.0,5.8,35.0,35.0,1.0,3.0
1815811420290487,489,3,,33,2024,261.0,,,,1.0,1.0
1815811455290487,489,3,4.0,33,2024,261.0,6.4,35.0,35.0,1.0,3.0
1815811423290487,489,4,,33,2024,261.0,,,,11.0,1.0
1815811460290487,489,4,17.0,33,2024,261.0,3.2,27.0,27.0,1.0,2.0
1815811467290487,489,4,25.0,33,2024,261.0,4.9,28.0,28.0,1.0,3.0
1815811471290487,489,4,29.0,33,2024,261.0,1.7,17.0,17.0,1.0,1.0
1815811469290487,489,4,27.0,33,2024,261.0,2.0,23.0,23.0,1.0,1.0
1815811470290487,489,4,28.0,33,2024,261.0,1.6,16.0,16.0,1.0,1.0
1815811472290487,489,4,30.0,33,2024,261.0,1.7,18.0,18.0,1.0,1.0
1815811473290487,489,4,31.0,33,2024,261.0,1.9,17.0,17.0,1.0,1.0
1815811474290487,489,4,33.0,33,2024,261.0,1.6,16.0,16.0,1.0,1.0
1815811476290487,489,4,35.0,33,2024,261.0,1.9,22.0,22.0,1.0,1.0
1815811480290487,489,4,39.0,33,2024,261.0,1.2,14.0,14.0,1.0,1.0
1815811481290487,489,4,40.0,33,2024,261.0,1.4,13.0,13.0,1.0,1.0
1815811484290487,489,4,43.0,33,2024,261.0,1.0,12.0,12.0,1.0,1.0
1815811485290487,489,4,44.0,33,2024,261.0,1.0,11.0,11.0,1.0,1.0
1815811486290487,489,4,45.0,33,2024,261.0,5.3,38.0,38.0,1.0,3.0
1815811967290487,503,4,,33,2024,261.0,,,,2.0,1.0
1815817774290487,545,1,6.0,33,2024,261.0,7.6,33.0,33.0,1.0,3.0
1815817775290487,545,1,7.0,33,2024,261.0,9.9,43.0,43.0,1.0,4.0
1815817778290487,545,1,10.0,33,2024,261.0,10.0,38.0,38.0,1.0,4.0
1815817779290487,545,1,11.0,33,2024,261.0,7.0,37.0,37.0,1.0,3.0
1815817780290487,545,1,12.0,33,2024,261.0,8.1,40.0,40.0,1.0,4.0
1815817781290487,545,1,13.0,33,2024,261.0,11.4,41.0,41.0,1.0,4.0
1815817788290487,545,2,5.0,33,2024,261.0,12.9,43.0,43.0,1.0,5.0
1815817789290487,545,2,6.0,33,2024,261.0,13.0,41.0,41.0,1.0,5.0
1815817796290487,545,3,4.0,33,2024,261.0,16.9,57.0,57.0,1.0,5.0
1815817800290487,545,3,9.0,33,2024,261.0,15.4,75.0,75.0,1.0,5.0
1815817803290487,545,3,12.0,33,2024,261.0,,,,1.0,
1815817804290487,545,3,13.0,33,2024,261.0,18.8,71.0,71.0,1.0,5.0
1815817805290487,545,3,14.0,33,2024,261.0,8.3,67.0,67.0,1.0,4.0
1815817808290487,545,3,17.0,33,2024,261.0,8.9,50.0,50.0,1.0,4.0
1815817813290487,545,4,1.0,33,2024,261.0,10.4,40.0,40.0,1.0,4.0
1815817816290487,545,4,4.0,33,2024,261.0,19.0,44.0,44.0,1.0,5.0
1815812332290487,546,2,25.0,33,2024,261.0,6.0,53.0,53.0,1.0,3.0
1815812274290487,546,3,,33,2024,261.0,,,,1.0,1.0
1815812348290487,546,3,13.0,33,2024,261.0,7.7,40.0,40.0,1.0,3.0
1815812277290487,546,4,,33,2024,261.0,,,,2.0,1.0
1815812207290487,587,1,1.0,33,2024,261.0,2.3,11.0,11.0,1.0,2.0
1815812209290487,587,1,3.0,33,2024,261.0,15.7,57.0,57.0,1.0,5.0
1815812210290487,587,1,4.0,33,2024,261.0,8.0,37.0,37.0,1.0,4.0
1815812211290487,587,1,5.0,33,2024,261.0,15.3,62.0,62.0,1.0,5.0
1815812213290487,587,1,7.0,33,2024,261.0,11.5,57.0,57.0,1.0,4.0
1815812221290487,587,1,15.0,33,2024,261.0,10.9,58.0,58.0,1.0,4.0
1815812227290487,587,2,4.0,33,2024,261.0,11.3,52.0,52.0,1.0,4.0
1815812238290487,587,3,1.0,33,2024,261.0,5.6,33.0,33.0,1.0,3.0
1815812239290487,587,3,3.0,33,2024,261.0,14.5,60.0,60.0,1.0,5.0
1815812240290487,587,3,4.0,33,2024,261.0,7.3,32.0,32.0,1.0,3.0
1815812241290487,587,3,5.0,33,2024,261.0,8.2,37.0,37.0,1.0,4.0
1815812243290487,587,3,7.0,33,2024,261.0,7.4,43.0,43.0,1.0,3.0
1815812246290487,587,3,10.0,33,2024,261.0,15.5,65.0,53.0,1.0,5.0
1815812248290487,587,3,12.0,33,2024,261.0,11.1,35.0,35.0,1.0,4.0
1815812251290487,587,3,15.0,33,2024,261.0,11.3,45.0,45.0,1.0,4.0
1815812252290487,587,3,16.0,33,2024,261.0,5.9,37.0,37.0,1.0,3.0
1815812200290487,587,4,,33,2024,261.0,,,,1.0,1.0
1815812256290487,587,4,4.0,33,2024,261.0,12.0,50.0,50.0,1.0,4.0
1815812719290487,619,2,,33,2024,261.0,,,,1.0,1.0
1815812746290487,619,2,10.0,33,2024,261.0,8.9,44.0,44.0,1.0,4.0
1815812744290487,619,2,5.0,33,2024,261.0,16.3,65.0,30.0,1.0,5.0
1815812747290487,619,2,11.0,33,2024,261.0,22.7,78.0,78.0,1.0,6.0
1815812759290487,619,3,14.0,33,2024,261.0,15.2,66.0,66.0,1.0,5.0
1815812760290487,619,3,15.0,33,2024,261.0,15.8,60.0,60.0,1.0,5.0
1815815347290487,670,4,2.0,33,2024,261.0,9.3,32.0,32.0,1.0,4.0
1815813456290487,733,1,2.0,33,2024,261.0,,,,1.0,
1815813457290487,733,1,3.0,33,2024,261.0,,,,1.0,
1815813459290487,733,1,16.0,33,2024,261.0,10.6,47.0,47.0,1.0,4.0
1815813460290487,733,1,17.0,33,2024,261.0,9.5,47.0,47.0,1.0,4.0
1815813462290487,733,1,19.0,33,2024,261.0,8.4,38.0,38.0,1.0,4.0
1815813464290487,733,1,21.0,33,2024,261.0,5.7,35.0,35.0,1.0,3.0
1815813446290487,733,2,,33,2024,261.0,,,,3.0,1.0
1815813466290487,733,2,8.0,33,2024,261.0,17.8,66.0,66.0,1.0,5.0
1815813467290487,733,2,9.0,33,2024,261.0,13.6,46.0,46.0,1.0,5.0
1815813468290487,733,2,10.0,33,2024,261.0,12.9,45.0,45.0,1.0,5.0
1815813469290487,733,2,11.0,33,2024,261.0,11.1,55.0,55.0,1.0,4.0
1815813478290487,733,2,22.0,33,2024,261.0,6.3,29.0,29.0,1.0,3.0
1815813479290487,733,3,10.0,33,2024,261.0,7.0,45.0,45.0,1.0,3.0
1815813482290487,733,4,2.0,33,2024,261.0,19.7,62.0,62.0,1.0,6.0
1815813485290487,733,4,10.0,33,2024,261.0,3.8,27.0,27.0,1.0,2.0
1815813490290487,733,4,15.0,33,2024,261.0,7.2,41.0,41.0,1.0,3.0
1815814507290487,736,1,,33,2024,261.0,,,,2.0,1.0
1815814524290487,736,1,6.0,33,2024,261.0,2.8,16.0,16.0,1.0,2.0
1815814527290487,736,1,9.0,33,2024,261.0,11.5,41.0,41.0,1.0,4.0
1815814511290487,736,2,,33,2024,261.0,,,,1.0,1.0
1815814538290487,736,2,3.0,33,2024,261.0,1.3,17.0,17.0,1.0,1.0
1815814539290487,736,2,4.0,33,2024,261.0,14.4,65.0,65.0,1.0,5.0
1815814540290487,736,2,5.0,33,2024,261.0,15.5,63.0,63.0,1.0,5.0
1815814541290487,736,2,6.0,33,2024,261.0,,,,1.0,
1815814544290487,736,2,9.0,33,2024,261.0,5.4,27.0,27.0,1.0,3.0
1815814545290487,736,2,10.0,33,2024,261.0,10.0,54.0,54.0,1.0,4.0
1815814548290487,736,2,13.0,33,2024,261.0,12.6,49.0,49.0,1.0,5.0
1815814546290487,736,2,11.0,33,2024,261.0,8.2,49.0,49.0,1.0,4.0
1815814547290487,736,2,12.0,33,2024,261.0,12.0,60.0,60.0,1.0,4.0
1815814551290487,736,2,16.0,33,2024,261.0,5.1,26.0,26.0,1.0,3.0
1815814553290487,736,3,2.0,33,2024,261.0,6.9,34.0,34.0,1.0,3.0
1815814556290487,736,3,5.0,33,2024,261.0,11.2,52.0,52.0,1.0,4.0
1815814557290487,736,3,6.0,33,2024,261.0,14.9,82.0,82.0,1.0,5.0
1815814559290487,736,3,8.0,33,2024,261.0,10.2,48.0,48.0,1.0,4.0
1815814561290487,736,3,10.0,33,2024,261.0,9.3,45.0,45.0,1.0,4.0
1815814564290487,736,3,13.0,33,2024,261.0,13.0,43.0,43.0,1.0,5.0
1815814565290487,736,3,14.0,33,2024,261.0,5.8,31.0,31.0,1.0,3.0
1815814572290487,736,4,6.0,33,2024,261.0,8.3,46.0,46.0,1.0,4.0
1815812148290487,745,3,,33,2024,261.0,,,,1.0,1.0
1815817641290487,754,1,9.0,33,2024,261.0,14.0,64.0,64.0,1.0,5.0
1815817643290487,754,1,11.0,33,2024,261.0,15.1,67.0,67.0,1.0,5.0
1815817644290487,754,1,12.0,33,2024,261.0,14.8,65.0,65.0,1.0,5.0
1815817645290487,754,1,13.0,33,2024,261.0,11.5,36.0,36.0,1.0,4.0
1815817634290487,754,3,,33,2024,261.0,,,,2.0,1.0
1815817667290487,754,3,14.0,33,2024,261.0,13.0,49.0,49.0,1.0,5.0
1815817669290487,754,3,16.0,33,2024,261.0,6.6,33.0,26.0,1.0,3.0
1815817670290487,754,3,17.0,33,2024,261.0,12.9,58.0,58.0,1.0,5.0
1815817672290487,754,3,19.0,33,2024,261.0,10.8,45.0,45.0,1.0,4.0
1815817676290487,754,4,7.0,33,2024,261.0,18.8,77.0,77.0,1.0,5.0
1815817678290487,754,4,10.0,33,2024,261.0,12.1,57.0,57.0,1.0,4.0
1815815951290487,758,2,8.0,33,2024,261.0,11.7,57.0,57.0,1.0,4.0
1815817579290487,768,1,,33,2024,261.0,,,,3.0,1.0
1815817592290487,768,1,29.0,33,2024,261.0,8.8,41.0,41.0,1.0,4.0
1815817594290487,768,1,31.0,33,2024,261.0,5.1,29.0,29.0,1.0,3.0
1815817604290487,768,2,15.0,33,2024,261.0,7.7,42.0,42.0,1.0,3.0
1815817605290487,768,2,16.0,33,2024,261.0,6.9,44.0,44.0,1.0,3.0
1815817583290487,768,3,,33,2024,261.0,,,,5.0,1.0
1815817609290487,768,3,1.0,33,2024,261.0,16.4,77.0,77.0,1.0,5.0
1815817610290487,768,3,3.0,33,2024,261.0,12.5,73.0,73.0,1.0,5.0
1815817611290487,768,3,5.0,33,2024,261.0,12.6,75.0,75.0,1.0,5.0
1815817612290487,768,3,8.0,33,2024,261.0,18.2,84.0,84.0,1.0,5.0
1815817613290487,768,3,10.0,33,2024,261.0,14.3,76.0,76.0,1.0,5.0
1815817614290487,768,3,12.0,33,2024,261.0,14.2,75.0,75.0,1.0,5.0
1815817615290487,768,3,14.0,33,2024,261.0,7.8,45.0,24.0,1.0,3.0
1815817616290487,768,3,15.0,33,2024,261.0,17.1,82.0,82.0,1.0,5.0
1815817617290487,768,3,16.0,33,2024,261.0,9.7,65.0,65.0,1.0,4.0
1815817618290487,768,3,17.0,33,2024,261.0,17.3,90.0,90.0,1.0,5.0
1815817619290487,768,3,18.0,33,2024,261.0,12.0,62.0,62.0,1.0,4.0
1815817620290487,768,3,19.0,33,2024,261.0,5.1,45.0,32.0,1.0,3.0
1815817626290487,768,4,11.0,33,2024,261.0,5.5,28.0,28.0,1.0,3.0
1815817628290487,768,4,13.0,33,2024,261.0,9.7,52.0,52.0,1.0,4.0
1815815364290487,789,4,3.0,33,2024,261.0,,,,1.0,
1815818113290487,870,2,11.0,33,2024,261.0,,,,1.0,
1815818116290487,870,2,14.0,33,2024,261.0,,,,1.0,
1815818129290487,870,3,14.0,33,2024,261.0,,,,1.0,
1815818133290487,870,3,18.0,33,2024,261.0,,,,1.0,
1815818134290487,870,3,19.0,33,2024,261.0,,,,1.0,
1815818137290487,870,4,2.0,33,2024,261.0,,,,1.0,
1815818136290487,870,4,1.0,33,2024,261.0,,,,1.0,
1815818140290487,870,4,5.0,33,2024,261.0,,,,1.0,
1815818143290487,870,4,8.0,33,2024,261.0,,,,1.0,
1815818144290487,870,4,9.0,33,2024,261.0,,,,1.0,
1815815078290487,920,1,13.0,33,2024,261.0,18.0,77.0,77.0,1.0,5.0
1815815080290487,920,1,32.0,33,2024,261.0,10.7,49.0,49.0,1.0,4.0
1815815086290487,920,1,46.0,33,2024,261.0,5.7,41.0,41.0,1.0,3.0
1815815097290487,920,3,3.0,33,2024,261.0,21.4,60.0,60.0,1.0,6.0
1815815106290487,920,4,2.0,33,2024,261.0,8.4,50.0,50.0,1.0,4.0
1815815107290487,920,4,3.0,33,2024,261.0,5.8,33.0,33.0,1.0,3.0
1815815110290487,920,4,6.0,33,2024,261.0,10.6,44.0,44.0,1.0,4.0
1815815111290487,920,4,7.0,33,2024,261.0,10.0,51.0,51.0,1.0,4.0
1815815113290487,920,4,9.0,33,2024,261.0,12.8,50.0,50.0,1.0,5.0
1815815122290487,920,4,18.0,33,2024,261.0,9.0,48.0,48.0,1.0,4.0
1815815126290487,920,4,22.0,33,2024,261.0,7.5,49.0,49.0,1.0,3.0
1815815128290487,920,4,25.0,33,2024,261.0,6.1,34.0,34.0,1.0,3.0
1815814268290487,941,2,11.0,33,2024,261.0,7.2,25.0,25.0,1.0,3.0
1815814276290487,941,3,10.0,33,2024,261.0,8.4,39.0,39.0,1.0,4.0
1815813297290487,971,1,47.0,33,2024,261.0,10.0,54.0,54.0,1.0,4.0
1815813298290487,971,1,50.0,33,2024,261.0,10.0,60.0,60.0,1.0,4.0
1815813299290487,971,1,51.0,33,2024,261.0,7.2,51.0,51.0,1.0,3.0
1815813301290487,971,1,53.0,33,2024,261.0,6.6,46.0,46.0,1.0,3.0
1815813303290487,971,1,55.0,33,2024,261.0,7.4,42.0,42.0,1.0,3.0
1815813304290487,971,1,56.0,33,2024,261.0,5.4,27.0,27.0,1.0,3.0
1815813278290487,971,3,,33,2024,261.0,,,,1.0,1.0
1815813326290487,971,3,11.0,33,2024,261.0,15.5,62.0,62.0,1.0,5.0
1815813328290487,971,3,15.0,33,2024,261.0,7.6,45.0,45.0,1.0,3.0
1815813330290487,971,3,17.0,33,2024,261.0,6.0,33.0,23.0,1.0,3.0
1815813335290487,971,3,23.0,33,2024,261.0,5.7,33.0,28.0,1.0,3.0
1815813336290487,971,3,24.0,33,2024,261.0,7.2,47.0,47.0,1.0,3.0
1815813337290487,971,3,25.0,33,2024,261.0,6.1,45.0,45.0,1.0,3.0
1815813338290487,971,3,26.0,33,2024,261.0,5.3,44.0,44.0,1.0,3.0
1815816283290487,981,4,,33,2024,261.0,,,,4.0,1.0
1815816330290487,981,4,9.0,33,2024,261.0,15.1,60.0,60.0,1.0,5.0
1815811155290487,1005,1,19.0,33,2024,261.0,12.8,55.0,55.0,1.0,5.0
1815811159290487,1005,1,29.0,33,2024,261.0,8.2,38.0,38.0,1.0,4.0
1815811167290487,1005,2,6.0,33,2024,261.0,8.2,41.0,41.0,1.0,4.0
1815811168290487,1005,2,7.0,33,2024,261.0,6.7,34.0,34.0,1.0,3.0
1815811169290487,1005,2,8.0,33,2024,261.0,8.1,51.0,51.0,1.0,4.0
1815811172290487,1005,2,11.0,33,2024,261.0,11.7,55.0,55.0,1.0,4.0
1815811182290487,1005,3,5.0,33,2024,261.0,15.4,51.0,51.0,1.0,5.0
1815811186290487,1005,3,9.0,33,2024,261.0,9.7,50.0,50.0,1.0,4.0
1815811187290487,1005,3,10.0,33,2024,261.0,7.4,28.0,28.0,1.0,3.0
1815811198290487,1005,4,3.0,33,2024,261.0,11.2,45.0,45.0,1.0,4.0
1815811202290487,1005,4,7.0,33,2024,261.0,10.3,52.0,52.0,1.0,4.0
1815811204290487,1005,4,10.0,33,2024,261.0,12.9,52.0,52.0,1.0,5.0
1815811205290487,1005,4,11.0,33,2024,261.0,11.0,63.0,63.0,1.0,4.0
1815811211290487,1005,4,17.0,33,2024,261.0,5.3,37.0,37.0,1.0,3.0
1815811209290487,1005,4,15.0,33,2024,261.0,11.4,47.0,47.0,1.0,4.0
1815815133290487,1009,1,,33,2024,261.0,,,,1.0,1.0
1815815157290487,1009,1,39.0,33,2024,261.0,6.4,33.0,33.0,1.0,3.0
1815815138290487,1009,2,,33,2024,261.0,,,,2.0,1.0
1815815143290487,1009,3,,33,2024,261.0,,,,1.0,1.0
1815815165290487,1009,3,5.0,33,2024,261.0,13.3,52.0,52.0,1.0,5.0
1815815164290487,1009,3,2.0,33,2024,261.0,17.4,78.0,78.0,1.0,5.0
1815815172290487,1009,3,20.0,33,2024,261.0,5.8,30.0,30.0,1.0,3.0
1815815146290487,1009,4,,33,2024,261.0,,,,1.0,1.0
1815815176290487,1009,4,14.0,33,2024,261.0,2.5,17.0,17.0,1.0,2.0
1815815177290487,1009,4,17.0,33,2024,261.0,1.5,10.0,10.0,1.0,1.0
1815815178290487,1009,4,18.0,33,2024,261.0,7.4,39.0,39.0,1.0,3.0
1815815180290487,1009,4,20.0,33,2024,261.0,3.0,16.0,16.0,1.0,2.0
1815814719290487,1010,1,,33,2024,261.0,,,,4.0,1.0
1815814723290487,1010,2,,33,2024,261.0,,,,1.0,1.0
1815814779290487,1010,2,32.0,33,2024,261.0,1.5,13.0,13.0,1.0,1.0
1815814730290487,1010,4,,33,2024,261.0,,,,2.0,1.0
1815818253290487,1023,1,,33,2024,261.0,,,,4.0,1.0
1815818263290487,1023,1,13.0,33,2024,261.0,12.5,35.0,35.0,1.0,5.0
1815818265290487,1023,1,21.0,33,2024,261.0,,,,1.0,
1815818267290487,1023,1,24.0,33,2024,261.0,13.4,63.0,63.0,1.0,5.0
1815818268290487,1023,1,25.0,33,2024,261.0,1.9,15.0,15.0,1.0,1.0
1815818269290487,1023,1,26.0,33,2024,261.0,2.2,20.0,20.0,1.0,1.0
1815818270290487,1023,1,27.0,33,2024,261.0,4.8,29.0,29.0,1.0,3.0
1815818271290487,1023,1,28.0,33,2024,261.0,2.5,21.0,21.0,1.0,2.0
1815818272290487,1023,1,29.0,33,2024,261.0,1.3,13.0,13.0,1.0,1.0
1815818273290487,1023,1,30.0,33,2024,261.0,1.1,13.0,13.0,1.0,1.0
1815818274290487,1023,1,31.0,33,2024,261.0,1.7,16.0,16.0,1.0,1.0
1815818275290487,1023,1,32.0,33,2024,261.0,7.1,36.0,36.0,1.0,3.0
